episode,step,rtt,jitter,packet_loss,crc_errors,interface_errors,interface_flaps,utilization,label,ttf_ms
4,4,8.09,2.35,0.38,12,12,0,40.69,1,3600.0
4,5,10.0,2.68,0.75,15,15,0,40.92,1,3500.0
4,6,10.11,3.25,0.57,18,18,0,41.25,1,3400.0
4,7,9.47,4.46,0.0,21,21,0,41.69,1,3300.0
4,8,8.93,4.93,1.54,24,24,0,42.24,1,3200.0
4,9,9.33,5.87,1.73,26,26,0,42.93,1,3100.0
4,10,9.84,6.08,1.41,27,27,0,43.76,1,3000.0
4,11,11.93,6.78,2.97,28,28,0,44.74,1,2900.0
4,12,13.73,7.97,1.87,31,31,0,45.89,1,2800.0
4,13,13.6,8.95,2.53,33,33,0,47.21,1,2700.0
4,14,15.07,10.03,3.18,36,36,0,48.73,2,895.5
4,15,15.88,10.63,3.67,40,41,0,50.45,2,803.7
4,16,17.64,11.85,4.45,43,44,0,52.37,2,779.1
4,17,19.39,13.63,4.82,46,47,0,54.52,2,596.3
4,18,20.42,14.61,5.36,49,50,0,56.91,2,520.5
4,19,23.24,16.04,5.67,54,55,1,59.53,2,558.7
4,20,24.92,16.89,6.73,57,58,1,62.41,2,406.5
4,21,30.22,18.8,6.67,61,62,1,65.56,2,400.0
4,22,33.14,21.32,7.48,66,68,2,68.98,2,400.0
4,23,37.02,24.46,7.62,71,73,2,72.69,2,400.0
5,0,9.3,1.48,0.0,6,6,0,33.46,1,5566.7
5,1,8.89,1.29,0.32,6,6,0,33.59,1,5930.7
5,2,9.33,1.33,0.47,6,6,0,33.84,1,5766.1
5,3,10.19,0.99,0.34,7,7,0,34.21,1,5740.6
5,4,11.41,1.15,0.56,7,7,0,34.71,1,5281.8
5,5,11.52,2.17,0.97,7,7,0,35.34,1,5500.7
5,6,13.25,2.31,0.85,7,7,0,36.09,1,4742.3
5,7,14.21,2.54,1.05,8,8,0,36.96,1,5091.7
5,8,14.73,3.1,1.12,9,10,0,37.96,1,4957.7
5,9,15.74,3.54,1.1,9,10,0,39.09,1,4653.5
5,10,15.71,3.9,1.32,9,10,0,40.34,1,4750.6
5,11,16.86,3.63,1.83,10,11,0,41.71,1,4167.0
5,12,18.18,4.13,2.07,10,11,0,43.21,1,4263.3
5,13,18.65,5.34,2.2,11,12,0,44.84,1,4165.7
5,14,20.2,5.67,1.69,11,12,0,46.59,1,3883.2
5,15,22.02,6.24,2.32,12,13,0,48.46,1,3748.4
6,0,14.07,1.26,0.0,5,5,0,20.9,1,5924.0
6,1,13.7,1.38,0.0,5,5,0,21.04,1,6060.9
6,2,13.64,2.0,0.21,5,5,0,21.3,1,5455.6
6,3,13.89,2.31,0.6,6,6,0,21.7,1,5532.0
6,4,13.85,2.41,0.51,6,6,0,22.24,1,5185.5
6,5,14.2,2.27,0.52,6,6,0,22.9,1,5211.3
6,6,14.68,2.67,1.13,7,7,0,23.7,1,5199.6
6,7,15.93,2.89,1.01,7,7,0,24.64,1,5067.2
6,8,15.5,3.33,1.14,8,9,0,25.7,1,5097.0
6,9,16.92,4.23,1.37,8,9,0,26.9,1,4575.4
6,10,18.0,4.7,1.57,9,10,0,28.24,1,4710.0
6,11,20.13,5.41,1.81,9,10,0,29.7,1,4206.2
6,12,21.92,6.27,1.96,10,11,0,31.3,1,4268.5
6,13,23.81,6.87,2.13,10,11,0,33.04,1,4532.4
6,14,24.8,7.06,2.49,11,12,0,34.9,1,4000.1
7,0,9.66,1.15,0.16,3,3,0,42.99,1,6431.8
7,1,9.62,1.31,0.08,3,3,0,43.09,1,5750.2
7,2,9.22,1.44,0.46,3,3,0,43.29,1,5751.0
7,3,9.62,1.87,0.2,3,3,0,43.59,1,5537.4
7,4,10.2,1.98,0.44,4,4,0,43.99,1,5251.7
7,5,11.01,2.08,0.69,5,5,0,44.49,1,5258.6
7,6,9.8,2.28,0.58,6,6,0,45.09,1,5101.9
7,7,10.86,2.74,0.83,6,6,0,45.79,1,4941.7
7,8,11.4,3.27,0.74,6,6,0,46.59,1,4816.1
7,9,11.79,3.84,0.8,6,6,0,47.49,1,4647.1
7,10,12.98,4.63,1.04,6,7,0,48.49,1,4212.1
7,11,12.91,4.84,1.26,7,8,0,49.59,1,4482.3
7,12,14.53,5.4,0.96,8,9,0,50.79,1,3861.9
7,13,15.5,6.06,1.69,8,9,0,52.09,1,4246.7
7,14,17.19,6.04,1.52,8,9,0,53.49,1,3618.9
7,15,17.97,6.48,1.63,8,9,0,54.99,1,3773.3
7,16,18.52,6.9,1.88,9,10,0,56.59,1,3708.6
7,17,18.66,7.52,2.11,9,10,0,58.29,1,3199.9
7,18,19.55,7.92,2.12,9,10,0,60.09,1,3439.9
7,19,20.1,8.46,1.83,9,10,0,61.99,1,2796.5
8,0,15.83,0.47,0.0,4,4,0,44.85,0,10000.0
8,1,15.61,0.97,0.0,4,4,0,43.95,0,10000.0
8,2,15.32,1.0,0.0,4,4,0,42.09,0,10000.0
8,3,14.8,1.06,0.0,4,4,0,39.1,0,10000.0
8,4,15.97,1.18,0.0,4,4,0,39.54,0,10000.0
8,5,15.15,1.04,0.0,4,4,0,38.67,0,10000.0
8,6,15.04,0.83,0.0,4,4,0,36.76,0,10000.0
8,7,15.88,0.7,0.0,4,4,0,35.76,0,10000.0
8,8,15.9,0.41,0.0,4,4,0,36.27,0,10000.0
8,9,15.45,0.53,0.0,4,4,0,36.58,0,10000.0
8,10,15.67,0.63,0.0,4,4,0,35.38,0,10000.0
8,11,14.17,0.39,0.0,4,4,0,35.7,0,10000.0
8,12,14.04,0.6,0.0,4,4,0,34.21,0,10000.0
8,13,13.81,0.44,0.0,4,4,0,32.47,0,10000.0
8,14,14.13,0.71,0.0,4,4,0,33.33,0,10000.0
8,15,13.64,0.57,0.0,4,4,0,34.96,0,10000.0
8,16,13.85,0.44,0.0,4,4,0,33.9,0,10000.0
8,17,13.0,0.56,0.0,4,4,0,33.82,0,10000.0
8,18,13.02,0.2,0.0,4,4,0,33.51,0,10000.0
8,19,13.66,0.2,0.0,4,4,0,34.81,0,10000.0
8,20,14.06,0.2,0.0,4,4,0,33.71,0,10000.0
8,21,14.38,0.45,0.0,4,4,0,33.91,0,10000.0
8,22,14.35,0.61,0.1,4,4,0,35.78,0,10000.0
8,23,14.61,0.73,0.0,4,4,0,36.1,0,10000.0
8,24,16.21,0.91,0.0,4,4,0,36.66,0,10000.0
8,25,16.16,0.91,0.0,4,4,0,37.05,0,10000.0
9,0,9.97,-0.15,0.0,7,7,0,39.5,1,4000.0
9,1,9.65,-0.09,0.0,9,9,0,39.51,1,3900.0
9,2,9.93,-0.34,0.74,10,10,0,39.55,1,3800.0
9,3,10.74,-0.32,0.73,12,12,0,39.63,1,3700.0
9,4,9.18,-1.1,0.57,14,14,0,39.75,1,3600.0
9,5,9.79,-1.48,0.75,17,17,0,39.95,1,3500.0
9,6,10.67,-1.29,0.96,20,20,0,40.21,1,3400.0
9,7,11.86,-1.16,0.74,22,22,0,40.57,1,3300.0
9,8,13.64,-1.88,1.34,24,24,0,41.01,1,3200.0
9,9,13.87,-1.06,1.38,27,27,0,41.57,1,3100.0
9,10,13.44,0.1,1.28,30,30,0,42.24,1,3000.0
9,11,14.62,-0.08,1.21,33,33,0,43.03,1,2900.0
9,12,14.89,-0.05,1.96,36,36,0,43.96,1,2800.0
9,13,14.56,-0.29,0.95,38,38,0,45.03,1,2700.0
9,14,15.61,0.24,2.09,40,40,0,46.26,1,2600.0
9,15,16.76,1.83,2.82,44,44,0,47.65,1,2500.0
9,16,18.86,3.08,3.4,46,46,0,49.21,2,757.3
9,17,21.26,4.82,4.02,49,50,0,50.95,2,888.7
9,18,21.73,5.81,3.92,52,53,0,52.88,2,489.1
9,19,24.56,7.6,4.38,56,57,0,55.0,2,409.3
9,20,24.98,9.29,5.11,61,62,0,57.33,2,636.2
9,21,28.1,11.09,5.02,64,65,1,59.88,2,400.0
9,22,34.29,12.9,5.07,69,70,1,62.64,2,400.0
9,23,37.29,14.83,5.23,74,75,1,65.64,2,400.0
9,24,41.18,17.12,6.23,78,80,1,68.88,2,400.0
9,25,46.23,19.91,7.09,84,86,2,72.36,2,400.0
9,26,49.23,22.65,7.92,88,90,2,76.1,2,400.0
10,0,13.45,0.57,0.0,5,5,0,44.75,1,5769.1
10,1,13.37,0.64,0.0,6,6,0,44.82,1,6015.3
10,2,13.76,0.5,0.24,6,6,0,44.95,1,5388.3
10,3,13.82,0.5,0.24,6,6,0,45.15,1,6023.7
10,4,14.3,0.5,0.0,7,7,0,45.42,1,5066.9
10,5,15.56,0.5,0.19,8,8,0,45.75,1,5146.7
10,6,16.23,0.69,0.47,8,8,0,46.15,1,5045.9
10,7,16.37,1.27,0.5,8,8,0,46.62,1,5060.3
10,8,16.46,1.23,0.39,9,9,0,47.15,1,4825.2
10,9,17.37,1.12,0.96,9,9,0,47.75,1,4564.3
10,10,18.77,1.58,0.64,9,9,0,48.42,1,4702.1
10,11,19.28,2.08,0.52,9,9,0,49.15,1,4683.2
10,12,20.07,2.72,1.18,10,10,0,49.95,1,4053.3
10,13,20.33,3.21,0.94,11,11,0,50.82,1,3900.0
10,14,20.97,3.39,1.02,11,11,0,51.75,1,3708.1
10,15,21.73,3.69,0.77,12,13,0,52.75,1,3873.2
10,16,23.08,4.37,1.46,12,13,0,53.82,1,3661.4
10,17,24.27,4.21,1.31,12,13,0,54.95,1,3268.0
10,18,24.49,4.76,1.37,12,13,0,56.15,1,3395.2
10,19,24.73,5.68,1.45,12,13,0,57.42,1,3215.4
10,20,24.9,5.95,1.78,13,14,0,58.75,1,2965.7
10,21,25.46,6.18,1.7,13,14,0,60.15,1,2707.2
10,22,26.79,7.21,1.6,14,15,0,61.62,1,2500.0
10,23,28.94,8.15,1.69,14,15,0,63.15,1,2660.3
10,24,30.26,8.72,1.73,14,15,0,64.75,1,2692.7
10,25,30.81,9.39,2.09,14,15,0,66.42,1,2514.3
10,26,32.2,10.46,1.66,15,16,0,68.15,1,2500.0
10,27,33.8,11.26,2.03,15,16,0,69.95,1,2500.0
10,28,35.45,11.99,2.41,15,16,0,71.82,1,2500.0
10,29,38.56,12.76,2.19,16,17,0,73.75,1,2500.0
11,0,8.42,2.3,0.0,3,3,0,40.9,1,5787.7
11,1,9.15,2.78,0.04,3,3,0,41.01,1,5763.4
11,2,9.16,2.95,0.24,3,3,0,41.25,1,5358.4
11,3,9.27,3.28,0.24,3,3,0,41.6,1,5492.6
11,4,10.28,3.77,0.77,3,3,0,42.07,1,5530.6
11,5,11.11,3.44,0.73,3,3,0,42.66,1,5015.4
11,6,12.01,4.02,0.98,3,3,0,43.37,1,5249.4
11,7,13.09,4.6,1.13,4,4,0,44.19,1,4833.4
11,8,14.76,4.89,1.19,4,4,0,45.13,1,4784.1
11,9,16.49,5.75,0.99,5,6,0,46.19,1,4974.4
11,10,17.24,6.02,1.58,5,6,0,47.37,1,4179.0
11,11,17.5,6.61,1.4,5,6,0,48.66,1,4323.7
11,12,19.0,7.21,1.36,6,7,0,50.07,1,4300.3
11,13,20.74,7.6,1.49,6,7,0,51.6,1,4001.3
11,14,21.62,8.67,1.91,6,7,0,53.25,1,4107.2
11,15,22.26,9.34,2.12,6,7,0,55.01,1,4189.8
11,16,23.63,10.39,1.88,6,7,0,56.9,1,3817.3
12,0,12.12,1.49,0.06,5,5,0,36.69,1,4000.0
12,1,13.09,1.9,0.0,8,8,0,36.72,1,3900.0
12,2,13.88,1.95,0.19,10,10,0,36.81,1,3800.0
12,3,11.97,2.09,0.04,12,12,0,37.01,1,3700.0
12,4,11.42,2.86,0.0,15,15,0,37.34,1,3600.0
12,5,11.48,2.69,1.01,17,17,0,37.83,1,3500.0
12,6,10.58,3.11,1.62,20,20,0,38.52,1,3400.0
12,7,10.68,4.73,1.97,22,22,0,39.42,1,3300.0
12,8,13.02,6.06,1.4,25,25,0,40.57,1,3200.0
12,9,15.77,7.02,2.42,29,29,0,41.99,2,1191.4
12,10,19.15,8.63,4.75,32,33,0,43.7,2,1359.3
12,11,20.52,10.15,5.95,35,36,0,45.74,2,1229.3
12,12,25.7,11.26,6.36,38,39,0,48.13,2,1190.4
12,13,29.42,12.06,6.08,43,44,1,50.88,2,864.8
12,14,32.84,14.41,7.24,46,47,1,54.02,2,1012.2
12,15,36.6,17.72,7.56,52,54,2,57.58,2,1126.1
13,0,16.04,1.78,0.07,2,2,0,32.64,1,4000.0
13,1,17.85,1.75,0.54,4,4,0,32.65,1,3900.0
13,2,18.12,2.16,0.0,6,6,0,32.7,1,3800.0
13,3,16.28,2.59,0.0,8,8,0,32.79,1,3700.0
13,4,15.8,3.0,0.0,11,11,0,32.95,1,3600.0
13,5,16.8,2.83,0.0,12,12,0,33.19,1,3500.0
13,6,18.73,4.09,0.0,13,13,0,33.52,1,3400.0
13,7,19.34,4.72,2.06,16,16,0,33.95,1,3300.0
13,8,19.97,4.37,0.22,19,19,0,34.51,1,3200.0
13,9,20.0,3.62,1.25,20,20,0,35.19,1,3100.0
13,10,20.16,4.11,2.46,23,23,0,36.02,1,3000.0
13,11,22.61,4.44,2.19,25,25,0,37.0,1,2900.0
13,12,23.87,4.29,2.48,27,27,0,38.15,1,2800.0
13,13,24.51,3.93,3.69,31,31,0,39.48,1,2700.0
13,14,26.31,4.46,2.9,35,35,0,40.99,2,1048.2
13,15,25.79,5.66,4.03,38,39,0,42.71,2,840.6
13,16,27.2,7.15,3.85,40,41,0,44.64,2,659.0
13,17,29.56,9.07,4.53,43,44,0,46.79,2,659.9
13,18,33.15,10.43,4.8,48,49,0,49.17,2,472.4
13,19,36.94,11.72,5.61,52,53,1,51.8,2,589.7
13,20,39.56,13.75,6.39,57,58,1,54.68,2,400.0
13,21,43.44,15.92,7.04,62,63,1,57.82,2,447.6
13,22,48.51,17.61,6.85,66,68,2,61.24,2,400.0
13,23,51.37,20.49,8.16,72,74,2,64.95,2,400.0
14,0,7.65,0.31,1.02,3,3,0,23.18,1,4000.0
14,1,8.18,0.19,0.45,5,5,0,23.2,1,3900.0
14,2,10.03,-0.29,0.0,6,6,0,23.28,1,3800.0
14,3,10.47,0.96,0.23,9,9,0,23.44,1,3700.0
14,4,10.11,0.93,0.62,11,11,0,23.7,1,3600.0
14,5,10.38,1.92,1.13,14,14,0,24.1,1,3500.0
14,6,11.31,3.06,0.5,15,15,0,24.66,1,3400.0
14,7,11.65,2.43,1.91,16,16,0,25.39,1,3300.0
14,8,13.13,2.86,1.98,19,19,0,26.32,1,3200.0
14,9,14.64,4.34,3.33,21,21,0,27.46,1,3100.0
14,10,18.11,5.51,2.32,24,24,0,28.85,1,3000.0
14,11,20.99,6.37,2.46,27,28,0,30.5,2,1302.6
14,12,21.55,7.86,4.1,30,31,0,32.43,2,1133.4
14,13,24.51,9.86,4.68,34,35,0,34.66,2,1006.6
14,14,26.31,11.46,4.53,39,40,1,37.2,2,791.3
14,15,30.58,13.69,6.4,42,43,1,40.08,2,923.7
14,16,33.15,15.58,7.27,47,49,1,43.32,2,723.3
14,17,36.18,18.34,8.08,53,55,2,46.93,2,649.3
15,0,14.52,1.95,0.1,6,6,0,22.38,1,4000.0
15,1,15.15,2.99,0.85,8,8,0,22.4,1,3900.0
15,2,17.15,4.45,0.0,10,10,0,22.45,1,3800.0
15,3,17.75,4.11,0.06,12,12,0,22.55,1,3700.0
15,4,18.18,3.71,1.16,15,15,0,22.72,1,3600.0
15,5,18.77,4.61,0.29,17,17,0,22.98,1,3500.0
15,6,20.31,5.52,0.82,18,18,0,23.33,1,3400.0
15,7,21.47,7.67,1.46,21,21,0,23.8,1,3300.0
15,8,20.71,8.48,1.73,24,24,0,24.4,1,3200.0
15,9,21.13,9.14,0.82,25,25,0,25.14,1,3100.0
15,10,22.11,8.6,1.97,27,27,0,26.03,1,3000.0
15,11,23.68,9.07,2.43,28,28,0,27.09,1,2900.0
15,12,25.52,10.04,2.28,31,31,0,28.33,1,2800.0
15,13,28.56,10.91,2.85,35,35,0,29.77,2,961.8
15,14,31.0,12.48,3.93,37,38,0,31.4,2,989.7
15,15,32.57,13.58,2.51,39,40,0,33.26,2,816.7
15,16,34.03,15.58,5.23,42,43,0,35.34,2,650.7
15,17,38.11,16.92,5.06,45,46,0,37.66,2,678.5
15,18,40.86,18.72,5.57,49,50,1,40.23,2,400.0
15,19,44.42,20.2,6.65,54,55,1,43.07,2,548.2
15,20,46.51,22.85,7.45,57,58,1,46.18,2,459.5
15,21,49.57,24.95,6.76,62,64,1,49.57,2,537.4
15,22,53.32,27.7,7.57,66,68,2,53.27,2,400.0
16,0,12.72,1.44,0.0,1,1,0,45.59,0,10000.0
16,1,13.06,1.52,0.0,1,1,0,44.51,0,10000.0
16,2,12.85,1.81,0.0,1,1,0,45.01,0,10000.0
16,3,12.77,1.54,0.0,1,1,0,43.99,0,10000.0
16,4,13.18,1.38,0.0,1,1,0,44.93,0,10000.0
16,5,13.28,1.78,0.0,1,1,0,46.44,0,10000.0
16,6,13.28,1.66,0.0,1,1,0,45.97,0,10000.0
16,7,12.95,1.82,0.0,1,1,0,46.37,0,10000.0
16,8,12.69,2.09,0.0,1,1,0,44.62,0,10000.0
16,9,12.6,2.06,0.0,1,1,0,44.57,0,10000.0
16,10,13.05,2.08,0.0,1,1,0,45.71,0,10000.0
16,11,12.5,2.05,0.0,1,1,0,47.45,0,10000.0
16,12,12.4,2.3,0.0,1,1,0,47.66,0,10000.0
16,13,12.83,2.4,0.0,1,1,0,48.88,0,10000.0
16,14,13.03,2.22,0.0,1,1,0,48.91,0,10000.0
16,15,12.3,2.59,0.0,1,1,0,50.7,0,10000.0
17,0,11.32,1.27,0.0,1,1,0,35.67,0,10000.0
17,1,10.75,1.4,0.0,1,1,0,33.65,0,10000.0
17,2,10.32,1.38,0.0,1,1,0,32.25,0,10000.0
17,3,10.69,1.25,0.0,1,1,0,33.14,0,10000.0
17,4,11.01,1.36,0.0,1,1,0,35.08,0,10000.0
17,5,9.7,1.53,0.0,1,1,0,34.11,0,10000.0
17,6,9.63,1.76,0.0,1,1,0,35.8,0,10000.0
17,7,11.12,1.43,0.0,1,1,0,35.06,0,10000.0
17,8,10.57,1.28,0.0,1,1,0,35.33,0,10000.0
17,9,10.89,1.14,0.0,1,1,0,35.55,0,10000.0
17,10,10.55,0.73,0.0,1,1,0,36.58,0,10000.0
17,11,10.17,0.66,0.0,1,1,0,38.17,0,10000.0
17,12,10.04,0.77,0.0,1,1,0,40.71,0,10000.0
17,13,10.01,0.77,0.0,1,1,0,39.82,0,10000.0
17,14,10.01,0.62,0.0,1,1,0,41.75,0,10000.0
17,15,10.67,0.61,0.0,1,1,0,42.77,0,10000.0
17,16,11.1,0.57,0.0,1,1,0,42.37,0,10000.0
17,17,10.29,0.47,0.0,1,1,0,44.75,0,10000.0
17,18,10.86,0.67,0.0,1,1,0,44.16,0,10000.0
17,19,10.86,0.51,0.0,1,1,0,43.77,0,10000.0
17,20,11.07,0.34,0.0,1,1,0,42.74,0,10000.0
18,0,15.47,0.81,0.0,0,0,0,32.16,0,10000.0
18,1,14.81,0.78,0.0,0,0,0,31.55,0,10000.0
18,2,15.11,0.73,0.0,0,0,0,31.5,0,10000.0
18,3,15.29,0.82,0.0,0,0,0,32.64,0,10000.0
18,4,15.91,1.1,0.0,0,0,0,33.79,0,10000.0
18,5,16.63,0.94,0.0,0,0,0,35.75,0,10000.0
18,6,16.3,0.97,0.0,0,0,0,34.93,0,10000.0
18,7,16.56,0.96,0.0,0,0,0,33.17,0,10000.0
18,8,16.14,0.79,0.0,0,0,0,33.74,0,10000.0
18,9,15.52,0.48,0.0,0,0,0,31.79,0,10000.0
18,10,15.9,0.48,0.0,0,0,0,31.76,0,10000.0
18,11,15.58,0.47,0.0,0,0,0,30.61,0,10000.0
18,12,15.51,0.58,0.0,0,0,0,31.06,0,10000.0
18,13,15.7,0.43,0.0,0,0,0,29.98,0,10000.0
18,14,16.04,0.3,0.0,0,0,0,29.44,0,10000.0
18,15,16.57,0.2,0.0,0,0,0,29.92,0,10000.0
18,16,16.32,0.2,0.0,0,0,0,30.07,0,10000.0
18,17,15.96,0.2,0.0,0,0,0,27.04,0,10000.0
18,18,15.2,0.2,0.0,0,0,0,26.56,0,10000.0
18,19,14.97,0.43,0.0,0,0,0,27.56,0,10000.0
18,20,14.88,0.2,0.0,0,0,0,26.87,0,10000.0
18,21,14.66,0.2,0.0,0,0,0,26.15,0,10000.0
18,22,14.48,0.2,0.0,0,0,0,27.1,0,10000.0
18,23,15.01,0.2,0.0,0,0,0,26.09,0,10000.0
18,24,14.1,0.2,0.0,0,0,0,25.18,0,10000.0
18,25,14.03,0.49,0.0,0,0,0,22.96,0,10000.0
18,26,14.66,0.38,0.0,0,0,0,21.07,0,10000.0
18,27,14.86,0.49,0.0,0,0,0,21.65,0,10000.0
19,0,10.58,1.61,0.14,8,8,0,32.54,1,4000.0
19,1,9.61,1.48,0.19,11,11,0,32.56,1,3900.0
19,2,8.17,1.0,0.0,14,14,0,32.62,1,3800.0
19,3,6.88,-0.15,1.14,16,16,0,32.76,1,3700.0
19,4,8.66,-0.38,0.92,18,18,0,32.98,1,3600.0
19,5,8.76,-0.63,1.21,19,19,0,33.31,1,3500.0
19,6,8.73,-0.18,1.39,21,21,0,33.76,1,3400.0
19,7,9.43,1.09,1.66,23,23,0,34.37,1,3300.0
19,8,12.4,1.83,1.66,26,26,0,35.14,1,3200.0
19,9,15.24,1.72,2.5,29,29,0,36.09,1,3100.0
19,10,17.47,2.27,2.69,31,31,0,37.24,1,3000.0
19,11,19.6,3.02,3.31,34,34,0,38.6,1,2900.0
19,12,22.85,4.38,2.77,36,36,0,40.2,2,1074.5
19,13,24.89,5.11,4.23,40,41,0,42.04,2,1121.7
19,14,27.68,6.3,5.41,42,43,0,44.14,2,881.4
19,15,29.44,8.17,5.58,47,48,0,46.53,2,733.8
19,16,32.76,10.99,5.49,51,52,1,49.2,2,639.1
19,17,34.57,13.47,6.25,55,56,1,52.19,2,641.6
19,18,38.87,16.22,6.58,59,61,1,55.5,2,600.4
19,19,43.81,18.04,7.2,64,66,2,59.14,2,420.2
20,0,10.83,2.45,1.29,7,7,0,23.98,1,4000.0
